Player,First Event Date,Latest Event Date,Latest JPAR Out,Total Events,Ave Weighted JPAR Contribution,Ave Competition Strength,12-Month Avg Completion Time
Ana Lucia Ivatiuk,9/18/2024,1/2/2025,0.7316475062,3,0.75,0.8963258516,93.15555556
Shorouk Ashraf,7/20/2024,7/20/2024,0.7319188978,1,0.75,#NUM!,163.4877384
Erik (the not so speedy),12/12/2024,12/12/2024,0.7319483453,1,0.25,0.7768689807,65.95
Emelie Ljungqvist,3/9/2024,3/9/2024,0.7321973326,2,0.75,0.6387819343,64.85833333
Arkadiusz Wozniak,8/22/2024,8/22/2024,0.7322148205,1,0.25,0.8150472729,53.73333333
Esther Sastre Baza,6/15/2024,6/15/2024,0.7326178585,1,0.6875,0.8360116931,95.35168776
Freja Ravn,8/29/2024,2/11/2025,0.7327718379,15,0.25,0.7827490848,70.15
Kevin Walther,5/4/2024,9/27/2024,0.7328827342,3,0.4375,0.8215972369,72.85416667
Erin Cherry,8/3/2024,8/3/2024,0.7330482409,1,0.75,0.9129612063,89.3
Cheri Wilson,9/27/2024,11/9/2024,0.7330778551,2,0.5,0.9136354346,67.43333333
Florian Vajda,10/5/2024,2/8/2025,0.7330877215,2,0.75,0.7570087383,103.2424431
Donnalouise Gragg,5/4/2024,12/7/2024,0.7332145745,4,0.75,0.8214506582,68.15
Julia Emqvist,3/9/2024,3/9/2024,0.7337166511,1,0.75,0.6661294073,74.25
Ashley Tucker,10/18/2024,2/8/2025,0.7338596355,8,0.28125,0.8650725586,63.8375
Gosia Krzyżanowska,9/18/2024,9/20/2024,0.7339949425,2,0.875,0.6963467566,66.54166667
Niki Edmonds,8/3/2024,8/3/2024,0.7340059374,1,0.75,0.9129612063,89.41666667
Daniela Höllt,2/8/2025,2/9/2025,0.7340334154,2,0.75,0.6937653102,77.01666667
Marta Valle Valhondo,3/16/2024,1/25/2025,0.7342300782,6,0.7291666667,0.9101225475,114.935582
Lisa Filemyr,8/17/2024,2/7/2025,0.7342499649,9,0.3181818182,0.8429268776,78.13888889
Vladyslava Iakobenchuk,6/15/2024,1/25/2025,0.7343408801,2,0.75,0.905785544,107.2333333
Marina Miyagi - 宮城 まりな,12/7/2024,12/7/2024,0.7345869313,1,0.75,0.9371907605,112.75
Carlos Merino Salido,6/15/2024,6/15/2024,0.7346096094,1,0.75,0.8884098359,102.0833333
Chana Sztajer,12/7/2024,12/7/2024,0.7349444459,1,0.75,0.6626130003,80.01666667
Rafael Jurado Villalobos,3/2/2024,2/23/2025,0.7351479343,5,0.7272727273,0.934248532,110.4852201
Elizabeth Tashiro,3/9/2024,2/8/2025,0.7352429152,11,0.4583333333,0.8373954765,70.18484848
Megan Banks,11/2/2024,2/8/2025,0.7352492528,5,0.35,0.8741856682,64.30333333
Lena M.,7/28/2024,7/28/2024,0.735261736,1,0.25,0.8408297015,60.18333333
Ana María Pinzón Bautista,7/26/2024,7/26/2024,0.7353447532,1,0.75,#NUM!,125.9666667
Elia Deshayes,9/19/2024,9/19/2024,0.7354098572,1,0.75,0.8013138705,61.81666667
Jana Dragan,9/19/2024,11/23/2024,0.7354313886,4,0.875,0.6364758949,76.99166667
Arkadiusz,4/25/2024,12/1/2024,0.7354643189,9,0.25,0.7944510222,63.83333333
Elise,10/13/2024,10/13/2024,0.735487153,1,0.25,0.7737911418,65.93333333
Claire Bailey,11/16/2024,2/8/2025,0.7355767988,4,0.3333333333,0.8463442634,73.85
Sabrina B.,1/20/2025,2/11/2025,0.7357670561,2,0.25,0.7450968696,76.24166667
Clarissa Braun,2/8/2025,2/8/2025,0.735946174,1,0.75,0.7465409582,74.33333333
Sydney Brackin,12/7/2024,12/7/2024,0.7363221797,1,0.75,0.6626130003,80.16666667
Maggie Kirkland,1/4/2025,2/8/2025,0.736349569,2,0.25,0.8759026926,64.84166667
Katie Fenerty,9/19/2024,9/19/2024,0.7364012428,1,0.75,0.8013138705,61.9
María Macarena Outeiral Oliveros,2/23/2025,2/23/2025,0.736474007,1,0.75,0.9551746514,98.06666667
Luis Ricardo Gotuzzo Altez,6/15/2024,1/25/2025,0.7366860121,3,0.7222222222,0.8761091458,91.40851932
Julie Theismann,1/26/2025,1/26/2025,0.7367868265,1,1,0.8124605919,80.76666667
Merilin,2/16/2025,2/16/2025,0.7368262695,1,0.25,0.8064261734,55.2
Shalise Hassing,9/7/2024,2/8/2025,0.7368848067,9,0.3333333333,0.862862879,68.46851852
Monika Drożdżewska,1/28/2025,2/16/2025,0.7369383181,2,0.25,0.778144464,64.825
Laura McCallum,5/4/2024,5/4/2024,0.7371050642,1,0.75,0.8293087048,79.25
Shawna Schafer,3/9/2024,2/8/2025,0.7372310522,17,0.2763157895,0.8089556998,72.87407407
AJ Lowery,7/20/2024,12/7/2024,0.7372715304,5,0.25,0.854317748,71.87
Selene Martín Da Cuña,11/16/2024,11/16/2024,0.7374676214,1,0.75,1.04278587,71.15
Sandrine Herriberry,9/19/2024,9/19/2024,0.7375703208,1,0.75,0.7783329782,66.08888889
Vicky McKinley,6/21/2024,6/21/2024,0.7375917452,1,0.5,0.9335207848,83.21666667
Moana Nolde,9/19/2024,2/8/2025,0.7375944017,3,0.8333333333,0.7066532012,69.02777778
Ingrid Mihaela Comanescu,9/19/2024,9/20/2024,0.737630426,2,0.875,0.6944305621,77.83333333
Kristina Hofmann,10/5/2024,10/5/2024,0.7377302361,1,0.75,0.6850588247,139.7515528
Loujayna Hicham Mohamed,7/20/2024,7/20/2024,0.7379511964,1,0.75,#NUM!,164.8351648
Michelle Chan,3/22/2024,2/1/2025,0.737993951,4,0.75,0.8101194751,79.425
Sarah Proctor,3/9/2024,2/8/2025,0.7380143955,18,0.2890625,0.8464961319,68.86754386
Annika Gustavsson,10/12/2024,10/12/2024,0.7384512643,1,0.5,0.783371577,240.3846154
Mandy S.,10/13/2024,10/13/2024,0.738461823,1,0.25,0.7737911418,66.2
Monika Koops,11/2/2024,2/8/2025,0.738490692,3,0.4166666667,0.8730409853,66.18333333
Francisco Javier Valles Casado,3/2/2024,1/25/2025,0.7385724336,6,0.7272727273,0.9197959005,93.33262004
Katelyn Squire,3/22/2024,11/2/2024,0.7386401736,4,0.625,0.8689088027,73.2875
Mojca Zadravec,11/23/2024,11/23/2024,0.7388258444,1,0.75,0.7202376004,80
Cindy Koster,10/18/2024,1/26/2025,0.7388351775,2,0.875,0.8287111831,83.825
Joanne Russell,5/4/2024,5/4/2024,0.7388829361,1,0.75,0.8398926475,122.4489796
Roser Tarrio Mosquera,3/23/2024,9/18/2024,0.7391107719,2,0.75,0.8615398968,87.49770408
"Owen Wartella,",10/19/2024,10/19/2024,0.7391548753,1,0.5,0.8671979508,69.76666667
Haydee Sánchez Vargas,1/2/2025,1/2/2025,0.739157963,1,0.75,0.8596302889,149.9
Heather Ross,5/11/2024,11/16/2024,0.7391730976,4,0.5625,0.826855247,65.99583333
Javier Pérez Abad,11/16/2024,11/16/2024,0.7391825773,1,0.75,0.8597844945,110.7833333
Jordan Hagood,8/17/2024,8/17/2024,0.7392441573,1,0.25,0.8442310625,72.75
David Pasquette,9/18/2024,9/18/2024,0.7392806381,1,0.75,0.7845964089,82.68333333
Christina Ly,3/9/2024,12/7/2024,0.7393132049,10,0.2980769231,0.8402852285,68.50512821
Julia Ling,3/9/2024,3/9/2024,0.7395750454,1,0.75,0.6669417255,69.85
Mel Peddle,4/20/2024,4/20/2024,0.739688198,1,0.3333333333,0.761023542,113.9888889
Samantha Mayer,10/5/2024,10/5/2024,0.7397627213,1,0.5,0.8321617684,94.76666667
Olivia Li,1/26/2025,1/26/2025,0.7399796708,1,1,0.8124605919,81.11666667
Alaa Ali Mohammed,7/20/2024,7/20/2024,0.7399841198,1,0.75,#NUM!,165.2892562
Taylor Satterthwaite,6/21/2024,6/21/2024,0.7405462484,1,0.5,0.9335207848,83.55
MadaraBePuzzling,5/8/2024,2/5/2025,0.7405663472,11,0.25,0.7835269873,68.43484848
Laura Trenton,3/23/2024,2/22/2025,0.7408224608,7,0.53125,0.8491262056,74.24285714
Mathilde Reitsema,7/2/2024,7/2/2024,0.7408412871,1,0.25,0.8148242623,60.81666667
Meredith Yeager,3/9/2024,12/7/2024,0.7410056804,10,0.3625,0.8285364178,74.7030303
Lucía Baeza Lago,1/25/2025,1/25/2025,0.741098666,1,0.75,0.9231612522,108.8333333
Laura Suescun De la Morena,6/15/2024,6/15/2024,0.7415659126,1,0.75,0.8884098359,103.05
Paloma Corpa De la Fuente,3/23/2024,6/15/2024,0.741672113,2,0.6666666667,0.8526050204,107.9416667
Michelle Gauthier,10/18/2024,1/27/2025,0.7420160771,3,0.5625,0.8278267445,92.00833333
Margaret (Megs) Drinkwater,12/7/2024,12/7/2024,0.742139278,1,0.75,0.6626130003,80.8
Melissa Lara Castellanos,7/26/2024,7/26/2024,0.7422525962,1,0.75,#NUM!,127.15
Tiffany Jiamachello,3/9/2024,2/8/2025,0.7423648776,18,0.2738095238,0.8454770188,73.55526316
Andrea Yoshioka,11/2/2024,11/2/2024,0.7425208046,1,0.75,0.9382762615,81.1
Jamie Ambabo,3/2/2024,11/9/2024,0.7428495081,18,0.3428571429,0.8475113497,70.88141026
Maja JT,4/25/2024,11/4/2024,0.7428747882,4,0.25,0.7559348758,64.7625
Agnes Wiiand,3/9/2024,3/9/2024,0.7431017083,1,0.75,0.7220767515,77.67222222
Yen Tran,9/18/2024,9/18/2024,0.7433549603,1,0.75,0.8181767181,62.06666667
Daniela Delaurentis,2/8/2025,2/8/2025,0.743499875,1,0.25,0.830304219,49.5
Soon Kim,5/4/2024,5/4/2024,0.7435083136,1,0.5,0.7959826076,86.8
Adina Parr,12/7/2024,12/7/2024,0.7436700934,1,0.75,0.6626130003,80.96666667
Michaela Rolton,12/7/2024,12/7/2024,0.7439762564,1,0.75,0.6626130003,81
Kelsey Vang,10/12/2024,1/26/2025,0.7441057024,2,0.875,0.8057239111,87.175
Alisa Müller,2/8/2025,2/8/2025,0.7441317323,1,0.75,0.7713452224,73.16666667
Erik,6/13/2024,1/28/2025,0.7444807197,2,0.25,0.7605999624,71.05
Myrthe vd,10/31/2024,11/28/2024,0.7445132619,2,0.25,0.7754420833,71.15833333
Silvia Oliveira,6/29/2024,6/29/2024,0.7445604556,1,0.75,0.9012923663,104.8333333
Elisa Toro Arévalo,3/2/2024,6/15/2024,0.7451047826,3,0.75,0.9400953179,121.5970989
Theo Kanning,10/12/2024,10/12/2024,0.7451874881,1,0.75,0.7989872303,91.73333333
Nicholas Lorello,8/3/2024,8/3/2024,0.7452246675,1,0.75,0.9129612063,90.78333333
Gillian Salisbury,12/7/2024,12/7/2024,0.7455070718,1,0.75,0.6626130003,81.16666667
Julia Munro,3/23/2024,12/7/2024,0.7455176181,4,0.65,0.7977212105,67.5875
Julie Kutchera,11/2/2024,11/2/2024,0.745572678,1,0.75,0.9382762615,81.43333333
Jodi Nichol,3/9/2024,1/27/2025,0.7459976968,16,0.3289473684,0.851860604,78
Dietmar Birzer,9/19/2024,2/8/2025,0.7461298326,3,0.75,0.7443045511,91.7760385
Ashley Russell,3/9/2024,8/10/2024,0.746133656,3,0.4166666667,0.8432693685,70.24444444
Tasneem Hassan Kamal,7/20/2024,7/20/2024,0.7461506542,1,0.75,#NUM!,166.6666667
Mike Helland,3/22/2024,1/26/2025,0.7462297661,3,0.6875,0.8327637216,92.05
Kristin Blair,3/9/2024,12/7/2024,0.7465479982,10,0.2692307692,0.8544621275,73.45
Sara Huhtanen,3/9/2024,3/9/2024,0.7467085302,1,0.75,0.6661294073,73.3
Maja Brorsson,3/9/2024,3/9/2024,0.7467085302,1,0.75,0.6661294073,73.3
Marie Lind Thomsen,3/9/2024,3/9/2024,0.7468102105,1,0.75,0.6669417255,70.53333333
Elena María Prieto Pérez,6/15/2024,6/15/2024,0.7468346968,1,0.75,0.8884098359,100.1833333
Charlotte Anderson,12/7/2024,12/7/2024,0.7470378871,1,0.75,0.6626130003,81.33333333
Berta García Ferrús,11/23/2024,2/8/2025,0.7471993269,2,0.75,0.7663917375,138.7329591
Joey Flispart,7/6/2024,9/14/2024,0.7472172527,2,0.5,0.8532806575,70.725
Sarah Bowen,8/3/2024,8/3/2024,0.7475505018,1,0.75,0.9129612063,91.06666667
Maria Golova,9/18/2024,9/18/2024,0.7477989128,1,0.75,0.7612949793,82.18888889
Ina Boekhoff,2/8/2025,2/8/2025,0.7480258594,1,0.75,0.828958652,68.96666667
Annika Lekman,3/9/2024,3/9/2024,0.7480667995,1,0.75,0.6661294073,73.43333333
Keegan Reed,8/10/2024,8/10/2024,0.7481452227,1,0.75,0.8015661086,76.15
Lindsay Steenstra,3/9/2024,2/8/2025,0.7481814792,24,0.38,0.8206805989,68.55512821
Salma Khaled,7/20/2024,7/20/2024,0.7482290682,1,0.75,#NUM!,167.1309192
Miranda Ryan,1/26/2025,1/26/2025,0.748341882,1,1,0.8124605919,82.03333333
Cecilie Krebs Johansen,6/1/2024,9/19/2024,0.7484610763,3,0.75,0.7420003178,74.8
Ana Isabel García Martín,6/15/2024,12/28/2024,0.7486055454,2,0.75,0.891969616,94.675
Norah Elena Fuchs,2/8/2025,2/8/2025,0.7486519712,1,0.75,0.7465409582,75.61666667
Lilith Christopher,11/16/2024,11/16/2024,0.7488705117,1,0.75,0.8099387889,82.56666667
Melanie Naujok,12/7/2024,12/7/2024,0.7488748655,1,0.75,0.6626130003,81.53333333
Therese Kullberg,3/9/2024,10/12/2024,0.7489352364,2,0.625,0.7251566513,111.425
Rushing Smith III,9/14/2024,9/14/2024,0.7492011163,1,0.5,0.8469665926,73.23333333
Vesela Sadovska,9/18/2024,9/18/2024,0.7492025524,1,0.75,0.7922706135,86.88091787
Laura Álvarez Fernández,6/29/2024,6/29/2024,0.7492953393,1,0.75,0.9012923663,105.5
Helle Kartveit,6/8/2024,9/18/2024,0.7493800342,2,0.75,0.791157381,76.2625
Tiffany Williams,4/20/2024,4/20/2024,0.7494276874,1,0.375,0.958349395,88.525
Selena Cojocaru Catrinu,3/16/2024,1/25/2025,0.7496669153,4,0.75,0.9083764693,115.578373
Ambie Valdés,11/16/2024,1/11/2025,0.7496687638,2,0.5,0.8364260145,78.45833333
SJ Bodell,3/22/2024,12/1/2024,0.7498883556,9,0.4166666667,0.7750455883,67.4537037
Fernando Gordillo Altamirano,12/7/2024,12/7/2024,0.7499464363,1,0.75,0.6626130003,81.65
Laya Reyes Soler,12/28/2024,12/28/2024,0.7499990295,1,0.75,0.8955293962,99.46666667
Namphueng Tassanaipitukkul,9/19/2024,12/7/2024,0.7500403968,2,0.75,0.8769735549,92.68676012
Linda Hirschfeld,3/22/2024,1/27/2025,0.7500505244,7,0.5277777778,0.8570113381,75.75833333
Ming Chuang,3/2/2024,3/2/2024,0.7501982782,1,0.75,0.8839034244,73.05
Leslie Miller,10/26/2024,10/26/2024,0.7502015993,1,0.25,0.8791682274,71.1
Kira Rainvuori,5/18/2024,9/20/2024,0.7502104286,4,0.6875,0.7766405884,92.25612094
Esraa Salah Abdelhay,7/20/2024,7/20/2024,0.7503190936,1,0.75,#NUM!,167.5977654
Sara Essam,7/20/2024,7/20/2024,0.7503190936,1,0.75,#NUM!,167.5977654
Mercedes Haro Sánchez,6/29/2024,1/18/2025,0.7504301076,4,0.75,0.8553046571,109.7791667
Nastja Bender,2/8/2025,2/8/2025,0.750556638,1,0.75,0.828958652,69.2
Megan Wickmann,1/26/2025,1/26/2025,0.750622485,1,1,0.8124605919,82.28333333
Jessica Norris,7/6/2024,2/8/2025,0.7507447823,13,0.3076923077,0.8559871835,71.13846154
Terra Jansma,9/14/2024,10/12/2024,0.7507476732,2,0.625,0.8229769114,83.75
Aiden,12/12/2024,12/12/2024,0.7508158538,1,0.25,0.7768689807,67.65
Hiromi Kimura,3/22/2024,2/8/2025,0.7510534433,4,0.5,0.8642958241,69.6625
Abigail Savit,5/4/2024,2/21/2025,0.751065266,2,0.5,0.8743801743,77.65
Ashlyn Koga,3/9/2024,2/8/2025,0.7511121259,12,0.2833333333,0.875229599,70.27361111
Julie-Anne Pollard,12/7/2024,12/7/2024,0.7511710886,1,0.75,0.6626130003,81.78333333
Natalie Stephenson,5/4/2024,5/4/2024,0.7513813368,2,0.625,0.7877913077,70.54444444
Verena Hogg,10/5/2024,2/8/2025,0.7514576542,2,0.75,0.7157998914,108.9538251
Michele Dorfman,2/1/2025,2/1/2025,0.751504811,1,0.5,0.9322869062,91.68333333
Melanie Laier,2/8/2025,2/8/2025,0.7518220273,1,0.75,0.828958652,69.31666667
Mari Yagi,12/7/2024,12/7/2024,0.7518521674,1,0.75,0.9371907605,115.4
Kinsey Keltz,3/22/2024,2/8/2025,0.7519036083,22,0.3958333333,0.8161436672,77.7469697
Natalie Karlstedt,3/9/2024,3/9/2024,0.7519277662,1,0.75,0.6669417255,71.01666667
Damaris Schäfer,2/8/2025,2/8/2025,0.7519521782,1,0.75,0.7465409582,75.95
Terri Gomez-Ferree,3/9/2024,2/8/2025,0.7520194332,10,0.3461538462,0.8591176244,72.80666667
Mareda Shurts,11/2/2024,2/1/2025,0.7520386311,2,0.625,0.9352815839,81.58333333
Sabina Jandrtova,10/13/2024,10/31/2024,0.7523982229,2,0.25,0.7748608718,67.35833333
Oliwia P,6/27/2024,9/1/2024,0.7524012963,4,0.25,0.836843934,63.00833333
Jessica White,1/10/2025,1/10/2025,0.7524730647,1,0.625,0.935503624,82.43333333
Isabella Johannessen,3/9/2024,10/12/2024,0.7526195572,2,0.625,0.7247504921,97.23333333
Verena B.,7/2/2024,12/1/2024,0.7528392538,12,0.2708333333,0.8159410295,67.075
Irene Ho,10/19/2024,2/8/2025,0.7529389935,7,0.3571428571,0.850895416,67.65714286
Lina Kathrin Beeck,9/19/2024,9/19/2024,0.7529582467,1,0.75,0.7268214647,80.6
Fredrik Olsson,3/9/2024,10/12/2024,0.7531098884,2,0.625,0.7247504921,109.5583333
Siana Richter,9/19/2024,9/19/2024,0.7531139452,1,0.75,0.7268214647,80.61666667
Sarah Pries,9/18/2024,9/18/2024,0.7531393559,1,0.75,0.7845964089,84.23333333
Rachel Wood,3/9/2024,2/8/2025,0.7534849379,21,0.2575757576,0.8573069583,79.12838392
Madeleine Pedrow,3/9/2024,2/8/2025,0.7535611297,19,0.375,0.8541661595,70.24126984
Mantas Olsauskas,9/19/2024,9/19/2024,0.7535810409,1,0.75,0.7268214647,80.66666667
Monica Schaak,12/7/2024,12/7/2024,0.7536203931,1,0.75,0.6626130003,82.05
Heidi Perry,11/16/2024,1/4/2025,0.7538001051,2,0.35,0.8411651076,77.875
Sarah Wester,9/19/2024,2/8/2025,0.7541651981,3,0.75,0.7525726392,91.81565657
Tanja,7/2/2024,10/31/2024,0.7542203401,3,0.25,0.8182265616,61.57222222
Julia Salzman,10/12/2024,2/8/2025,0.7544190921,3,0.4166666667,0.8416267607,73.29444444
Heidi Krauss,11/2/2024,11/2/2024,0.754423111,1,0.75,0.9382762615,82.4
Mandy Sinot,10/31/2024,1/28/2025,0.7545561095,7,0.25,0.7794534363,71.55
Rafael Jesús González Pozo,6/15/2024,6/15/2024,0.7545890375,1,0.625,0.8884098359,128.6166667
Daniel Holletzek,6/1/2024,6/1/2024,0.7546069862,2,0.75,0.7123435415,80.86666667
Zita Parry,5/4/2024,9/28/2024,0.7548032685,2,0.5,0.9658747074,84.73333333
Aurora Meyer Christensen,6/8/2024,6/8/2024,0.7548778609,1,0.75,0.8463480512,84.45
Julie Tejeda,3/22/2024,3/22/2024,0.7549311632,1,0.75,0.8868433426,105.4166667
Camille Hellich,9/18/2024,1/23/2025,0.7550113122,2,0.5,0.7632970077,81.24166667
Sunniva Unneland,6/8/2024,9/18/2024,0.7551020481,2,0.75,0.7770757578,78.70188172
Melanie Barbeau,3/23/2024,2/22/2025,0.7552536528,3,0.5625,0.9057208913,65.34444444
Xena Irvin,12/7/2024,12/7/2024,0.75530429,1,0.75,0.6626130003,82.23333333
Emily Crome,9/18/2024,9/18/2024,0.7555150927,1,0.75,0.8342361674,58.63333333
Daniela Steingans,9/18/2024,10/5/2024,0.7555569382,2,0.75,0.7348276168,108.4287879
Alexandra Drouin,9/14/2024,2/22/2025,0.7562158198,6,0.4583333333,0.8784731849,90.35555556
Valientina Balandjina,9/18/2024,2/16/2025,0.7562283771,5,0.5,0.7406787314,73.67666667
Janine Lüthi,10/5/2024,2/16/2025,0.7562711455,11,0.3409090909,0.770707947,80.10599473
Adrian Eliseo Lugo Martinengo,6/29/2024,9/19/2024,0.7563984628,2,0.75,0.8590243578,102.1978261
Emma Lindgren,3/9/2024,3/9/2024,0.7565559824,1,0.75,0.6661294073,74.26666667
Christel Aurér,3/9/2024,3/9/2024,0.7567257661,1,0.75,0.6661294073,74.28333333
Alexandria McGarva,6/1/2024,2/22/2025,0.7568989959,5,0.5,0.9276031167,73.05666667
Madeleine Tejeda,9/18/2024,9/18/2024,0.756981184,1,0.75,0.8181767181,64.06666667
Alejandro Del Rey Camisón,6/15/2024,6/15/2024,0.7570376905,1,0.75,0.8884098359,105.2
Katja Walzer,2/8/2025,2/8/2025,0.7570674992,1,0.75,0.7465409582,76.46666667
Carla Süßenbach,9/19/2024,2/8/2025,0.7573947106,2,0.75,0.7490833435,77.18333333
Debrianna Obara,3/22/2024,3/22/2024,0.7574376541,1,0.75,0.8868433426,105.7666667
María Fernanda Gómez Oliva,10/19/2024,10/19/2024,0.7574602893,1,0.75,1.011170548,108.55
Cassandra Livingston,2/1/2025,2/1/2025,0.7575157566,1,0.5,0.9322869062,92.41666667
Jorge Oliveira,5/30/2024,2/23/2025,0.757530936,5,0.45,0.8436908425,84.03333333
Claudia W,10/31/2024,10/31/2024,0.7576150188,2,0.25,0.7874781614,66.83333333
Helen Haigh,7/20/2024,7/20/2024,0.7577390502,1,0.75,0.82879534,89.31666667
Sam Freyer,12/7/2024,12/7/2024,0.7577535945,1,0.75,0.6626130003,82.5
Petia Dushkova,9/19/2024,9/19/2024,0.7579330253,1,0.75,0.7420366646,83.33888889
Christine Timms,12/7/2024,12/7/2024,0.7580597576,1,0.75,0.6626130003,82.53333333
Gabrielle Kolakowski,12/7/2024,2/8/2025,0.7580844256,3,0.25,0.8674492869,63.9
Kevin Erickson,3/9/2024,2/8/2025,0.7581248589,15,0.3068181818,0.8241331888,74.02291667
Merilin Jegers,6/23/2024,12/19/2024,0.7582573424,7,0.4285714286,0.7515592794,70.17857143
Hui Sian Richardson,6/21/2024,6/21/2024,0.7584209933,1,0.5,0.9335207848,85.56666667
Renild Winter,9/18/2024,9/18/2024,0.7585040209,1,0.75,0.7845964089,84.83333333
Stefanie Kapfer,10/1/2024,2/16/2025,0.7585347052,10,0.35,0.7692230879,80.6477957
Melanie Kaim,2/8/2025,2/8/2025,0.7587092559,1,0.75,0.7713452224,74.6
Almudena Sánchez Gutiérrez,6/15/2024,6/15/2024,0.7587167982,1,0.75,0.8884098359,105.4333333
Stefan L.,4/16/2024,1/20/2025,0.7588734896,6,0.25,0.731318918,70.31111111
Paola Moscoso León,7/26/2024,7/26/2024,0.7589870891,1,0.75,#NUM!,130.0166667
Steffi,4/16/2024,7/2/2024,0.7595472829,6,0.25,0.7387919341,66.65833333
Selina Gilbertson,7/6/2024,2/8/2025,0.7597596766,15,0.3166666667,0.8348304093,70.45333333
Julia Buermann,1/26/2025,1/26/2025,0.7598969375,1,1,0.8124605919,83.3
Ashley Willie,11/16/2024,11/16/2024,0.7599055434,1,0.75,0.8099387889,83.78333333
Nelli Pollmann,2/8/2025,2/8/2025,0.7600376855,1,0.75,0.7465409582,76.76666667
Julie Knox,12/7/2024,12/7/2024,0.7602028991,1,0.75,0.6626130003,82.76666667
Ole Nesheim,6/8/2024,6/8/2024,0.7602705298,1,0.75,0.8463480512,81.66666667
Merilin jegers,1/15/2025,1/15/2025,0.760523275,1,0.25,0.7610897981,66.33333333
Ellen Nordal,9/19/2024,9/19/2024,0.7605874762,1,0.75,0.7268214647,81.41666667
Toryn Schafer,4/13/2024,2/8/2025,0.7606070221,10,0.3181818182,0.8580615102,74.815
Dalia Salah,7/20/2024,7/20/2024,0.7609468428,1,0.75,#NUM!,169.9716714
Leyre Nieto Ignacio,5/4/2024,1/25/2025,0.7610338708,3,0.75,0.8908672422,106.9
Annie Schwain,7/14/2024,7/14/2024,0.7612243584,1,0.5,0.7729519981,87.30833333
Ana Mª Prada Losada,3/2/2024,12/28/2024,0.7614091373,8,0.725,0.8991870505,115.0744369
Kira Barasinski,3/9/2024,10/12/2024,0.7615262269,2,0.625,0.7247504921,114.3666667
Mª Francisca Cunha,6/29/2024,9/18/2024,0.7616928369,2,0.75,0.8166354985,88.80794521
Erika Kolenc,11/23/2024,11/23/2024,0.7617602299,1,0.75,0.7202376004,82.48333333
Caroline Tengblad,3/9/2024,3/9/2024,0.7618099429,1,0.75,0.6669417255,71.95
Markus Känd,10/1/2024,12/19/2024,0.7619408315,2,0.25,0.7920408668,71.625
Emma Ropes,3/22/2024,1/27/2025,0.7619817482,3,0.5,0.7968286705,99.87777778
Andreas Felsenstein,2/8/2025,2/8/2025,0.7620178098,1,0.75,0.7465409582,76.96666667
Melanie Bickford,11/2/2024,11/2/2024,0.7622053882,1,0.75,0.9382762615,83.25
Simona Mikešová,9/18/2024,9/18/2024,0.7623395099,1,0.75,0.8652596911,82.82659381
Zoë Rein,6/8/2024,6/8/2024,0.7623850107,1,0.25,0.8509493664,74.41666667
Megan Gray,3/23/2024,2/8/2025,0.7627534567,6,0.55,0.8425194227,91.58611111
Kate Wood,1/11/2025,2/8/2025,0.7630111355,2,0.25,0.8466087295,64.03333333
Beth Breckenridge,9/14/2024,9/14/2024,0.7631380499,1,0.5,0.8367423413,86.2
Wibke S.,1/23/2025,2/5/2025,0.7632218472,2,0.25,0.7638259712,81.29166667
Anja Hoffmann,9/18/2024,9/18/2024,0.7634957929,1,0.75,0.7914303816,70.9
Mª Julia Berné Aguirre,4/27/2024,7/6/2024,0.7635626309,3,0.71875,0.809268672,117.2418301
Shannon Richardson,5/11/2024,2/8/2025,0.7639993317,5,0.5,0.8275450414,65.17333333
Anna Rumetshofer,2/8/2025,2/9/2025,0.7641680495,2,0.75,0.722572025,71.51666667
Felisa Lewis,3/2/2024,2/21/2025,0.764324984,32,0.3611111111,0.8322565602,71.27916667
Frida Johansson,3/9/2024,3/9/2024,0.7644569546,1,0.75,0.6669417255,72.2
Daneya Lynn,3/9/2024,11/9/2024,0.7645123762,9,0.2777777778,0.8545449107,71.41296296
Jose Antonio Gutiérrez Delgado,1/25/2025,1/25/2025,0.7647048716,1,0.75,0.9231612522,112.3
Sanna Hautamaa,5/18/2024,5/18/2024,0.7650861928,1,0.75,0.8569796897,153.8461538
Kimberly Ziaei,3/22/2024,3/22/2024,0.7650912935,1,0.75,0.8680353545,81.31666667
Isabelle Gall,9/19/2024,9/19/2024,0.7652215448,1,0.75,0.7483640442,74.31111111
Ahmed Nabih,7/20/2024,7/20/2024,0.7652827222,1,0.75,#NUM!,170.9401709
Elin Pedersen,3/9/2024,3/9/2024,0.7653847327,1,0.75,0.6661294073,75.13333333
Mercedes Doblas Naranjo,11/16/2024,11/16/2024,0.7655382672,1,0.75,0.8597844945,114.7333333
Monika Šnajdárková,7/27/2024,7/27/2024,0.7656392805,1,0.625,0.8533866662,70.80833333
Oliwia P.,8/29/2024,12/12/2024,0.7657782469,3,0.3333333333,0.8256959331,63.67777778
